LSOA Code,Arson and Criminal Damage,Burglary,Drug Offences,Miscellaneous Crimes Against Society,Possession of Weapons,Public Order Offences,Robbery,Theft,Vehicle Offences,Violence Against the Person,lsoa11cd,lsoa11nm,IMDScore,IncScore,EmpScore,EduScore,HDDScore,CriScore,BHSScore,EnvScore,IDCScore,IDOScore,CYPScore,ASScore,GBScore,WBScore,IndScore,OutScore
E01003004,7,8,3,1,1,1,1,4,10,23,E01003004,Kingston upon Thames 018D,10.869,0.062,0.038,11.619,-1.199,0.013,27.415,27.797,0.087,0.079,-0.532,0.301,0.211,1.754,0.175,0.954
E01003005,9,4,1,0,0,3,0,10,7,15,E01003005,Kingston upon Thames 018E,7.542,0.05,0.043,13.874,-1.321,-0.91,22.232,16.929,0.052,0.094,-0.182,0.295,-0.012,1.283,-0.157,0.33
E01003006,6,7,0,0,0,5,1,14,6,11,E01003006,Kingston upon Thames 001A,7.813,0.064,0.06,1.049,-1.005,-0.54,22.204,12.632,0.062,0.069,-1.633,0.154,-0.046,1.364,-1.062,0.592
E01003007,1,11,0,0,0,5,4,5,9,10,E01003007,Kingston upon Thames 001B,4.72,0.05,0.037,1.389,-1.871,-0.208,11.668,16.682,0.056,0.058,-1.413,0.16,-0.806,0.308,-0.328,0.518
E01003008,13,6,2,0,0,5,1,9,8,8,E01003008,Kingston upon Thames 001C,3.164,0.021,0.019,0.917,-1.459,-0.548,12.37,20.678,0.019,0.05,-1.535,0.141,-0.797,0.472,-0.003,0.518
E01003009,6,7,1,0,0,4,0,5,12,24,E01003009,Kingston upon Thames 001D,9.258,0.081,0.059,1.885,-1.219,-0.727,25.072,16.958,0.104,0.101,-1.032,0.146,0.025,1.796,-0.809,0.909
E01003010,6,5,2,2,0,1,9,5,5,18,E01003010,Kingston upon Thames 001E,4.323000000000001,0.024,0.03,0.413,-1.266,-0.227,15.169,21.451,0.027,0.034,-2.23,0.119,-1.064,1.324,-0.124,0.769
E01003011,4,6,31,0,0,1,2,18,7,19,E01003011,Kingston upon Thames 004E,6.829,0.05,0.042,0.369,-1.543,-0.384,17.859,29.345,0.061,0.046,-1.902,0.108,-1.636,2.073,0.367,0.788
E01003013,47,67,45,14,6,83,46,684,22,270,E01003013,Lambeth 036A,12.271,0.029,0.015,1.054,0.064,0.039,26.675,48.038,0.106,0.084,-1.122,0.081,-0.843,3.518,0.42,2.183
E01003014,12,57,4,2,1,12,16,85,12,52,E01003014,Lambeth 036B,26.261,0.141,0.084,20.544,0.012,1.184,28.101,38.483,0.256,0.178,0.662,0.223,-1.06,3.872,-0.413,2.528
E01003015,10,18,8,2,2,7,5,26,13,26,E01003015,Lambeth 002A,26.682,0.192,0.12,13.621,0.132,-0.221,30.212,40.269,0.312,0.306,-0.408,0.315,-1.019,4.138,-0.177,2.349
E01003016,14,16,16,3,2,15,13,262,10,59,E01003016,Lambeth 036C,13.265,0.051,0.035,7.994,-0.187,-0.296,33.821,38.094,0.173,0.17,-0.22,0.201,-0.159,3.898,-0.505,3.31
E01003017,31,23,18,1,2,29,25,224,29,88,E01003017,Lambeth 036D,23.436,0.123,0.102,9.464,0.138,0.339,28.307,45.328,0.182,0.187,-0.206,0.23,-0.66,3.658,0.125,2.561
E01003018,19,50,31,2,10,21,12,72,34,90,E01003018,Lambeth 020A,22.512,0.084,0.054,4.267000000000001,0.219,0.97,25.898,62.774,0.179,0.263,-0.455,0.115,-1.458,3.614,1.138,1.924
E01003019,15,24,8,2,1,4,4,27,27,30,E01003019,Lambeth 015A,18.843,0.114,0.07,3.255,0.054,0.599,25.39,37.759,0.22,0.304,-0.615,0.115,-0.571,3.024,0.021,1.914
E01003020,24,30,20,2,5,30,23,119,37,94,E01003020,Lambeth 016A,24.0,0.122,0.09,7.577,0.056,1.237,26.699,37.517,0.161,0.297,-0.126,0.156,-0.862,3.536,-0.155,2.074
E01003021,15,9,22,44,2,10,3,15,13,80,E01003021,Lambeth 021A,33.319,0.184,0.126,17.378,1.178,0.703,29.784,36.365,0.236,0.34,-0.196,0.338,-0.916,4.045,-0.001,1.832
E01003022,15,21,9,2,2,8,2,16,27,34,E01003022,Lambeth 021B,20.494,0.122,0.076,6.689,0.378,0.072,26.567,41.223,0.194,0.309,-0.205,0.15,-0.513,3.167,0.313,1.818
E01003023,23,21,25,4,0,14,8,50,31,71,E01003023,Lambeth 021C,19.316,0.114,0.053,7.119,0.3,0.201,25.552,47.215,0.231,0.384,-0.187,0.163,-1.848,3.598,0.518,1.968
E01003024,9,15,18,3,3,11,11,33,13,68,E01003024,Lambeth 021D,31.514,0.222,0.113,13.335,0.56,0.949,32.059,31.736,0.327,0.583,-0.263,0.298,-1.069,4.414,-0.751,2.04
E01003025,4,15,14,1,0,6,2,10,13,39,E01003025,Lambeth 021E,21.733,0.15,0.084,13.812,0.079,0.349,28.119,30.744,0.227,0.248,0.133,0.241,-1.012,3.859,-0.548,1.855
E01003026,9,23,8,2,2,10,15,79,38,31,E01003026,Lambeth 019A,17.427,0.075,0.033,4.582,0.214,0.894,19.326,50.542,0.131,0.362,-0.37,0.062,-0.967,2.161,0.65,2.006
E01003027,3,12,4,0,0,2,2,6,34,5,E01003027,Lambeth 019B,10.074,0.023,0.019,0.819,-0.758,0.483,18.564,47.357,0.049,0.084,-1.188,0.056,-0.403,1.344,0.631,1.808
E01003028,5,12,4,0,1,8,1,13,24,31,E01003028,Lambeth 019C,19.787,0.12,0.07,6.041,0.458,0.176,23.454,40.636,0.148,0.26,-0.228,0.113,-0.557,2.626,0.289,1.809
E01003029,6,20,4,1,1,9,2,26,29,24,E01003029,Lambeth 017A,19.197,0.116,0.071,2.924,0.443,0.27,27.979,33.346,0.197,0.272,-0.659,0.106,-0.456,3.354,-0.17,1.788
E01003030,8,30,7,2,0,8,5,48,16,34,E01003030,Lambeth 019D,16.656,0.061,0.036,4.776,-0.16,0.639,23.245,57.98,0.098,0.265,-0.341,0.055,-0.811,2.85,0.944,1.994
E01003031,9,7,7,0,1,2,3,13,12,22,E01003031,Lambeth 023A,23.596,0.171,0.09,11.989,0.529,-0.229,26.294,36.297,0.324,0.402,0.237,0.161,-0.692,3.326,0.011,1.817
E01003032,10,37,17,3,3,15,14,93,11,64,E01003032,Lambeth 017B,31.549,0.202,0.138,4.724,0.336,0.6,29.998,52.484,0.253,0.375,-0.641,0.195,-0.644,3.909,0.525,2.515
E01003033,6,8,0,2,3,0,2,10,34,20,E01003033,Lambeth 019E,14.91,0.078,0.055,2.914,-0.365,0.234,22.521,46.931,0.077,0.184,-0.654,0.101,-0.401,2.189,0.594,1.824
E01003034,6,12,8,2,1,5,2,25,25,27,E01003034,Lambeth 012A,18.498,0.135,0.077,4.648,-0.103,0.04,28.972,32.706,0.212,0.304,-0.494,0.162,-0.383,3.436,-0.285,1.825
E01003035,22,24,18,5,6,28,25,442,27,146,E01003035,Lambeth 012B,24.936,0.122,0.071,4.396,0.065,1.722,24.271,45.06,0.305,0.246,-0.458,0.13,-2.04,3.373,0.217,2.235
E01003036,4,13,7,0,1,0,0,9,22,27,E01003036,Lambeth 012C,24.245,0.138,0.096,17.339,0.287,0.776,25.188,33.028,0.196,0.341,0.592,0.168,-0.613,3.034,-0.431,1.956
E01003037,15,21,9,3,5,48,8,139,20,71,E01003037,Lambeth 013A,38.342,0.233,0.165,10.113,1.445,0.743,27.51,36.65,0.283,0.677,-0.155,0.233,-1.379,3.871,-0.29,2.125
E01003038,11,30,4,2,0,6,5,25,34,15,E01003038,Lambeth 013B,14.932,0.06,0.031,4.762,-0.333,0.661,20.292,53.881,0.101,0.233,-0.349,0.072,-0.98,2.373,0.746,2.081
E01003039,13,39,7,2,2,22,14,150,42,55,E01003039,Lambeth 013C,10.643,0.041,0.029,4.572,-0.498,0.293,23.293,38.574,0.082,0.112,-0.373,0.065,-0.982,2.985,-0.374,2.417
E01003040,15,15,4,1,1,2,3,13,22,15,E01003040,Lambeth 013D,21.291,0.092,0.069,6.594,-0.033,0.66,23.996,59.745,0.161,0.158,-0.185,0.129,-0.899,3.064,0.918,2.176
E01003041,11,27,13,4,2,11,16,188,12,88,E01003041,Lambeth 017C,34.66,0.192,0.111,16.855,0.621,1.753,28.323,40.318,0.266,0.398,0.422,0.225,-1.595,4.01,-0.254,2.645
E01003042,7,7,2,0,0,9,2,13,7,24,E01003042,Lambeth 013E,26.014,0.155,0.118,8.649,0.644,0.471,25.92,35.085,0.184,0.312,-0.081,0.18,-1.26,3.579,-0.486,2.147
E01003043,7,15,3,1,1,5,2,11,21,32,E01003043,Lambeth 018A,23.727,0.157,0.093,5.048,0.081,0.671,28.191,39.594,0.276,0.388,-0.343,0.109,-0.22,3.024,0.154,1.902
E01003044,4,3,0,0,0,5,0,1,3,16,E01003044,Lambeth 018B,43.069,0.271,0.213,16.471,0.758,-0.131,37.928,51.469,0.246,0.438,-0.29,0.337,-0.097,4.352000000000001,0.702,1.984
E01003045,8,4,30,4,2,12,8,13,11,53,E01003045,Lambeth 011A,38.842,0.282,0.166,21.069,0.491,0.73,31.557,38.611,0.399,0.446,0.171,0.333,-0.779,4.211000000000001,0.036,1.961
E01003046,7,24,16,3,5,7,7,10,23,55,E01003046,Lambeth 009A,33.936,0.24,0.151,21.117,0.176,-0.004,39.237,36.831,0.282,0.409,0.277,0.318,-0.725,5.084,0.043,1.819
E01003047,96,57,171,25,24,134,92,701,23,429,E01003047,Lambeth 011B,39.632,0.238,0.13,14.578,0.576,2.063,35.586,38.39,0.335,0.589,0.145,0.251,-0.545,4.57,-0.162,2.147
E01003048,17,12,15,5,5,5,5,28,15,69,E01003048,Lambeth 009B,37.906,0.276,0.165,23.276,0.492,0.705,30.581,34.962,0.316,0.503,0.267,0.343,-0.964,4.165,-0.357,2.053
E01003049,14,23,16,4,1,5,9,43,10,54,E01003049,Lambeth 011C,39.746,0.267,0.149,16.631,0.772,1.16,34.589,37.843,0.364,0.481,0.068,0.295,-0.615,4.504,-0.155,2.097
E01003050,11,26,20,3,4,10,12,56,14,62,E01003050,Lambeth 016B,27.883,0.122,0.066,12.772,0.051,1.684,28.747,54.378,0.225,0.535,0.312,0.147,-0.397,3.413,0.712,2.185
E01003051,15,22,25,5,4,15,9,53,14,83,E01003051,Lambeth 018C,36.268,0.221,0.127,17.496,0.544,1.258,34.164,43.131,0.39,0.453,0.269,0.272,-0.803,4.57,0.181,2.127
E01003052,20,12,20,5,10,12,10,24,11,64,E01003052,Lambeth 016C,40.689,0.278,0.159,20.334,0.234,1.113,33.452,49.463,0.339,0.556,0.02,0.345,-0.657,4.38,0.521,2.133
E01003053,6,31,13,1,4,6,4,73,25,41,E01003053,Lambeth 015B,23.236,0.08,0.059,7.604,0.209,1.59,22.924,50.927,0.14,0.28,-0.067,0.107,-1.036,2.942,0.572,2.166
E01003054,17,23,16,1,4,8,8,46,28,34,E01003054,Lambeth 015C,21.766,0.066,0.037,14.245,0.507,1.415,21.474,48.03,0.162,0.325,0.463,0.075,-1.446,2.796,0.396,2.222
E01003055,25,32,31,5,5,39,32,354,10,143,E01003055,Lambeth 016D,34.093,0.168,0.102,15.744,0.595,2.01,27.563,45.176,0.313,0.426,0.51,0.157,-0.856,3.696,0.254,2.191
E01003056,8,17,13,1,2,6,2,34,19,28,E01003056,Lambeth 015D,29.918,0.17,0.116,7.662,0.722,0.098,28.025,59.298,0.255,0.458,-0.106,0.149,-0.601,3.544,0.994,1.991
E01003057,9,21,11,0,1,5,6,20,11,36,E01003057,Lambeth 017D,36.558,0.236,0.164,11.925,0.939,0.869,29.864,34.848,0.309,0.503,-0.113,0.257,-0.894,4.044,-0.381,2.063
E01003058,14,33,7,0,2,16,3,22,13,37,E01003058,Lambeth 015E,24.327,0.135,0.076,9.855,0.323,0.342,25.382,57.935,0.366,0.326,0.114,0.124,-0.851,3.287,0.905,2.07
E01003059,6,14,14,1,3,19,3,128,7,48,E01003059,Lambeth 011D,39.166,0.231,0.132,26.114,0.853,0.47,33.873,59.898,0.275,0.592,0.346,0.361,-0.407,4.211000000000001,1.046,1.924
E01003060,9,8,7,0,0,7,4,17,4,41,E01003060,Lambeth 011E,36.815,0.248,0.129,22.254,0.243,1.348,30.388,42.088,0.288,0.516,-0.095,0.377,-1.239,4.235000000000001,0.137,2.107
E01003061,16,21,17,2,6,18,26,317,13,85,E01003061,Lambeth 011F,37.895,0.136,0.097,21.911,0.367,2.099,32.816,80.29099999999998,0.21,0.323,0.553,0.276,-1.75,4.607,1.598,2.14
E01003062,12,20,4,0,0,16,8,35,21,65,E01003062,Lambeth 033A,22.44,0.147,0.084,8.429,-0.129,0.681,27.33,39.605,0.246,0.282,-0.078,0.172,-0.417,3.18,0.423,1.561
E01003063,3,6,5,3,3,5,3,10,12,53,E01003063,Lambeth 033B,37.714,0.246,0.164,16.789,0.722,0.691,39.093,31.829,0.308,0.336,0.133,0.287,-0.022,4.392000000000001,-0.097,1.608
E01003064,5,18,3,0,0,6,4,9,29,23,E01003064,Lambeth 028A,12.812,0.059,0.048,4.238000000000001,-0.5,0.168,22.666,44.133,0.074,0.092,-0.464,0.118,-0.61,2.522,0.579,1.655
E01003065,5,6,9,2,1,5,5,12,19,53,E01003065,Lambeth 031A,41.077,0.279,0.195,19.628,1.066,0.551,32.076,27.763,0.318,0.442,0.032,0.336,-0.644,4.186,-0.383,1.545
E01003066,16,9,5,0,3,28,5,20,17,46,E01003066,Lambeth 028B,37.398,0.228,0.151,14.712,1.058,1.191,28.67,34.282,0.345,0.363,0.114,0.26,-0.674,3.738,0.07,1.618
E01003067,7,13,3,4,0,11,2,22,23,37,E01003067,Lambeth 033C,20.479,0.136,0.081,4.01,0.073,0.53,22.916,40.179,0.168,0.219,-0.659,0.176,-0.955,2.896,0.435,1.59
E01003068,3,24,5,2,0,5,1,8,20,54,E01003068,Lambeth 031B,28.816,0.179,0.107,16.649,0.341,0.864,27.467,40.735,0.2,0.387,0.161,0.28,-0.581,3.42,0.474,1.574
E01003069,8,4,1,1,3,3,1,7,18,29,E01003069,Lambeth 033D,32.698,0.188,0.137,11.478,0.386,1.07,30.051,45.666,0.224,0.265,-0.23,0.268,-0.129,3.188,0.6,1.733
E01003070,10,4,7,1,0,3,4,12,12,38,E01003070,Lambeth 033E,43.799,0.309,0.189,24.183,0.897,0.43,39.151,31.16,0.408,0.471,0.482,0.32,0.249,3.903,-0.091,1.551
E01003071,10,33,7,2,1,13,5,42,27,36,E01003071,Lambeth 018D,16.108,0.087,0.052,4.139,-0.237,0.339,25.615,45.143,0.127,0.297,-0.457,0.102,-0.59,3.087,0.525,1.81
E01003072,3,8,3,0,0,1,3,6,15,12,E01003072,Lambeth 014A,16.47,0.099,0.066,0.991,-0.237,0.264,24.914,41.933,0.097,0.247,-1.307,0.121,-0.557,2.915,0.451,1.691
E01003073,13,25,10,3,1,12,2,30,32,55,E01003073,Lambeth 014B,30.231,0.217,0.133,13.562,0.169,0.452,26.253,45.247,0.299,0.331,0.161,0.23,-0.817,3.425,0.523,1.816
E01003074,32,49,27,6,2,26,19,123,48,76,E01003074,Lambeth 018E,24.577,0.116,0.088,8.587,-0.443,1.591,25.314,43.69,0.138,0.237,-0.002,0.134,-0.819,3.251,0.339,1.97
E01003075,11,7,9,4,1,8,3,13,20,70,E01003075,Lambeth 009C,42.602,0.292,0.204,24.508,0.796,0.547,31.436,34.265,0.338,0.463,0.046,0.384,-1.064,4.320000000000001,-0.635,2.176
E01003076,34,39,19,5,6,46,5,128,32,151,E01003076,Lambeth 014C,18.536,0.132,0.08,6.752,-0.049,0.064,27.399,31.191,0.22,0.26,-0.216,0.159,-1.311,3.841,0.133,1.298
E01003077,9,28,6,3,0,11,3,19,20,28,E01003077,Lambeth 014D,19.571,0.121,0.069,5.566,0.095,0.227,25.921,44.504,0.23,0.274,-0.445,0.183,-1.289,3.587,0.475,1.835
E01003078,5,15,3,0,0,3,3,11,34,5,E01003078,Lambeth 014E,10.834,0.061,0.037,1.176,-0.645,0.185,19.694,41.014,0.099,0.137,-1.159,0.11,-0.597,1.882,0.347,1.766
E01003079,15,20,12,0,1,28,8,56,31,59,E01003079,Lambeth 027A,30.785,0.167,0.121,14.512,0.521,0.953,31.855,40.594,0.207,0.244,0.163,0.247,-0.402,3.936,0.252,1.842
E01003080,6,10,2,0,0,4,2,6,26,17,E01003080,Lambeth 027B,18.517,0.107,0.075,4.585,-0.418,0.362,26.789,45.089,0.137,0.187,-0.449,0.141,-0.389,3.039,0.567,1.743
E01003081,9,17,9,1,2,23,9,44,26,65,E01003081,Lambeth 028C,29.721,0.182,0.12,8.786,0.214,0.776,29.556,50.088,0.223,0.354,-0.347,0.24,-1.036,4.061,0.807,1.691
E01003082,14,9,5,0,1,10,5,9,20,40,E01003082,Lambeth 031C,30.194,0.209,0.145,9.996,0.403,0.646,28.447,33.404,0.225,0.294,-0.32,0.256,-0.709,3.732,-0.058,1.68
E01003083,3,13,2,2,0,3,0,4,32,14,E01003083,Lambeth 030A,19.665,0.113,0.089,3.72,-0.025,0.258,27.11,40.144,0.133,0.239,-0.926,0.201,-0.261,2.888,0.402,1.631
E01003084,8,17,6,1,0,10,2,14,25,27,E01003084,Lambeth 030B,19.315,0.096,0.069,4.338,-0.444,0.686,23.429,53.99,0.12,0.164,-0.556,0.166,-0.891,2.951,0.934,1.724
E01003085,4,11,3,2,1,5,1,3,29,13,E01003085,Lambeth 030C,16.358,0.078,0.056,9.219,-0.561,0.515,28.112,40.536,0.083,0.115,-0.256,0.234,-0.052,2.644,0.401,1.659
E01003086,13,8,4,0,0,9,3,10,13,58,E01003086,Lambeth 031D,31.39,0.231,0.153,19.057,0.382,0.09,32.162,27.361,0.278,0.319,0.041,0.328,-0.804,4.303,-0.568,1.632
E01003087,9,11,3,1,5,3,8,48,13,55,E01003087,Lambeth 031E,42.482,0.297,0.18,32.573,1.341,-0.099,30.361,28.225,0.355,0.474,0.587,0.389,-0.676,3.984,-0.585,1.703
E01003088,11,9,11,1,1,6,6,42,11,40,E01003088,Lambeth 010A,32.424,0.177,0.108,10.836,0.589,1.366,30.507,45.855,0.283,0.507,0.046,0.201,-0.566,3.909,0.426,2.011
E01003089,15,7,19,2,2,6,9,34,11,53,E01003089,Lambeth 008A,31.444,0.225,0.113,17.799,-0.098,0.598,33.175,48.514,0.328,0.455,-0.078,0.33,-1.867,4.657,0.584,1.962
E01003090,7,37,41,1,9,13,18,169,19,80,E01003090,Lambeth 012D,25.416,0.114,0.073,6.031,0.514,0.638,27.992,61.729,0.225,0.356,-0.27,0.145,-0.841,3.751,1.015,2.133
E01003091,6,16,10,4,3,3,1,11,10,23,E01003091,Lambeth 008B,23.431,0.17,0.079,11.709,-0.086,0.338,29.823,41.811,0.302,0.352,0.041,0.222,-0.596,3.842,0.216,1.986
E01003092,6,14,23,2,0,4,6,21,13,41,E01003092,Lambeth 008C,36.627,0.254,0.14,16.983,1.196,0.536,31.182,31.564,0.368,0.448,0.043,0.304,-1.302,4.349,-0.608,1.952
E01003093,15,9,31,3,1,12,4,85,15,98,E01003093,Lambeth 010B,33.26,0.246,0.145,14.164,0.175,0.36,34.189,41.532,0.314,0.388,-0.046,0.28,-1.443,4.743,0.106,2.099
E01003094,8,12,28,2,3,6,1,14,16,29,E01003094,Lambeth 010C,30.432,0.196,0.103,6.689,0.582,1.434,25.303,37.496,0.346,0.394,-0.282,0.179,-1.374,3.5,-0.262,2.168
E01003095,6,18,13,1,1,2,1,18,21,26,E01003095,Lambeth 012E,19.761,0.086,0.055,3.043,-0.087,1.289,25.304,43.804,0.12,0.218,-0.699,0.138,-0.648,3.094,0.17,2.198
E01003096,30,22,7,2,2,15,4,42,21,156,E01003096,Lambeth 010D,25.455,0.096,0.057,6.706,0.703,0.949,24.003,65.015,0.255,0.413,-0.159,0.115,-1.404,3.266,1.227,1.88
E01003097,5,6,4,3,2,10,2,18,17,37,E01003097,Lambeth 006A,32.154,0.2,0.144,14.919,0.894,0.331,30.081,36.001,0.282,0.357,-0.288,0.32,-0.928,4.093,-0.466,2.209
E01003098,6,7,10,1,1,2,6,14,18,22,E01003098,Lambeth 005A,23.401,0.144,0.076,5.265,0.041,0.712,26.436,50.5,0.215,0.308,-0.512,0.188,-0.922,3.528,0.466,2.349
E01003099,11,24,47,1,10,21,14,87,11,73,E01003099,Lambeth 005B,26.601,0.159,0.082,11.998,-0.324,1.385,29.009,43.453,0.294,0.317,0.089,0.217,-0.902,3.934,0.088,2.299
E01003100,5,35,23,2,8,6,6,37,24,27,E01003100,Lambeth 005C,16.907,0.055,0.036,7.175,-0.118,0.514,24.909,59.577,0.18,0.173,-0.106,0.106,-1.639,3.472,0.875,2.292
E01003101,18,15,33,3,3,16,3,45,24,60,E01003101,Lambeth 003A,28.222,0.187,0.117,15.818,0.449,0.492,28.441,35.928,0.302,0.357,0.281,0.242,-1.808,4.037,-0.551,2.27
E01003102,12,26,65,5,10,34,26,231,28,117,E01003102,Lambeth 004A,25.93,0.131,0.101,3.85,0.071,0.893,31.413,49.58,0.332,0.194,-0.567,0.143,-0.155,3.497,0.41,2.361
E01003104,20,11,3,2,0,6,5,15,18,46,E01003104,Lambeth 004C,24.638,0.118,0.068,6.463,-0.236,0.477,30.832,80.723,0.292,0.249,-0.252,0.16,-0.968,4.208,1.553,2.315
E01003105,4,7,13,4,1,11,4,19,14,31,E01003105,Lambeth 003B,29.263,0.217,0.117,9.048,0.397,0.433,31.787,37.592,0.296,0.454,-0.341,0.243,-1.702,4.481,-0.388,2.303
E01003106,10,18,11,3,2,9,7,41,19,68,E01003106,Lambeth 003C,27.175,0.177,0.114,5.416,0.151,0.531,26.699,50.789,0.29,0.257,-0.377,0.158,-0.919,3.575,0.473,2.361
E01003107,9,26,12,0,1,9,5,47,22,39,E01003107,Lambeth 003D,17.52,0.108,0.062,7.935,-0.334,0.094,24.217,47.358,0.207,0.25,-0.048,0.12,-1.277,3.275,0.312,2.31
E01003108,6,21,17,5,2,5,9,35,10,37,E01003108,Lambeth 002B,33.192,0.215,0.149,12.415,0.424,0.562,33.459,42.166,0.312,0.257,-0.206,0.278,-0.862,4.511,-0.069,2.435
E01003110,11,35,8,1,3,5,10,22,24,29,E01003110,Lambeth 002C,17.446,0.099,0.06,5.085,-0.001,-0.075,27.186,46.01,0.167,0.195,-0.406,0.153,-0.439,3.184,0.234,2.309
E01003111,7,8,9,0,0,5,5,23,13,43,E01003111,Lambeth 002D,35.303,0.254,0.153,25.979,0.663,-0.232,31.509,37.054,0.278,0.517,0.162,0.385,-0.61,4.086000000000001,-0.425,2.278
E01003112,5,14,10,1,0,4,6,37,13,50,E01003112,Lambeth 002E,29.912,0.207,0.142,12.132,0.303,0.053,32.188,39.512,0.295,0.367,-0.193,0.273,-0.834,4.322,-0.211,2.309
E01003113,16,16,1,1,1,8,4,27,24,44,E01003113,Lambeth 032A,23.176,0.121,0.074,12.344,0.034,0.534,27.281,53.33,0.176,0.281,0.171,0.201,-0.79,3.583,0.906,1.732
E01003114,20,34,18,1,2,18,24,169,21,85,E01003114,Lambeth 032B,22.363,0.103,0.067,6.368,-0.337,0.863,30.162,56.7,0.153,0.213,-0.429,0.203,-0.202,3.356,1.032,1.73
E01003115,7,24,2,2,0,13,3,15,12,35,E01003115,Lambeth 034A,20.481,0.121,0.076,8.092000000000002,-0.036,0.412,25.904,44.365,0.162,0.236,-0.21,0.201,-0.96,3.457,0.497,1.8
E01003116,6,23,1,0,0,6,5,7,31,32,E01003116,Lambeth 029A,20.465,0.097,0.079,4.763,-0.03,0.29,35.336,41.97,0.12,0.128,-0.632,0.195,0.229,3.302,0.484,1.648
E01003117,16,38,3,3,2,20,9,44,40,49,E01003117,Lambeth 029B,22.2,0.118,0.075,7.621,-0.098,0.635,26.79,52.401,0.166,0.29,-0.2,0.186,-0.69,3.412,0.807,1.846
E01003118,13,26,8,2,1,36,26,180,23,111,E01003118,Lambeth 029C,22.781,0.146,0.082,4.04,0.031,0.763,27.531,41.865,0.221,0.242,-0.707,0.185,-0.619,3.481,0.444,1.696
E01003119,6,13,4,1,1,6,7,28,24,42,E01003119,Lambeth 032C,22.028,0.09,0.07,6.324,0.171,0.559,29.452,56.054,0.128,0.191,-0.364,0.188,-0.717,3.882,0.924,1.885
E01003120,27,19,15,3,2,30,13,80,11,73,E01003120,Lambeth 032D,32.875,0.149,0.1,13.05,0.421,0.476,38.753,80.31999999999998,0.221,0.376,0.093,0.236,-0.702,5.018,1.733,1.835
E01003121,5,3,7,1,2,5,1,4,14,26,E01003121,Lambeth 006B,32.792,0.251,0.154,18.234,0.593,0.039,29.036,30.238,0.322,0.444,-0.067,0.333,-1.163,4.031,-0.79,1.94
E01003122,10,10,16,2,1,10,3,38,17,30,E01003122,Lambeth 004D,25.76,0.144,0.078,12.202,0.95,-0.602,32.306,46.378,0.305,0.394,0.222,0.177,-0.859,4.351,0.521,1.904
E01003123,9,17,7,0,1,4,6,20,17,24,E01003123,Lambeth 006C,19.16,0.104,0.071,2.154,-0.262,0.614,23.084,50.836,0.166,0.211,-0.876,0.127,-1.238,3.053,0.702,1.935
E01003124,4,15,9,1,0,9,2,13,11,29,E01003124,Lambeth 006D,29.873,0.188,0.099,11.318,0.107,0.355,33.833,60.708,0.338,0.307,-0.375,0.283,-1.22,4.672,1.061,1.949
E01003125,8,0,18,3,2,7,5,11,16,47,E01003125,Lambeth 006E,30.312,0.232,0.134,18.2,0.113,0.417,30.629,32.391,0.279,0.441,-0.343,0.36,-0.995,4.188,-0.687,2.061
E01003126,10,12,22,3,4,9,9,69,12,54,E01003126,Lambeth 008D,28.68,0.192,0.123,12.255,0.378,0.401,31.294,37.751,0.289,0.308,-0.398,0.298,-1.118,4.320000000000001,-0.156,2.092
E01003127,11,15,19,3,2,11,6,31,14,42,E01003127,Lambeth 010E,26.097,0.124,0.084,8.977,0.065,0.847,30.498,57.863,0.178,0.249,-0.315,0.238,-0.47,3.814,0.88,2.118
E01003128,17,10,73,3,8,16,13,56,5,68,E01003128,Lambeth 008E,34.369,0.224,0.136,22.721,0.551,0.58,36.209,35.137,0.311,0.398,0.393,0.318,-0.846,4.815,-0.503,2.163
E01003129,8,12,7,4,1,4,8,33,27,49,E01003129,Lambeth 004E,24.33,0.121,0.068,16.977,-0.053,0.339,27.532,63.813,0.23,0.268,0.528,0.191,-1.308,3.86,1.006,2.353
E01003130,12,12,6,3,4,13,6,40,25,45,E01003130,Lambeth 026A,17.362,0.104,0.064,5.195,-0.526,0.452,23.835,45.696,0.129,0.236,-0.456,0.173,-1.219,3.186,0.568,1.791
E01003131,12,18,9,1,1,15,7,68,30,36,E01003131,Lambeth 026B,18.271,0.07,0.054,4.01,-0.692,1.011,24.753,54.545,0.081,0.177,-0.541,0.144,-0.965,3.246,0.867,1.896
E01003132,14,15,5,1,1,14,4,17,21,56,E01003132,Lambeth 024A,32.169,0.219,0.148,17.057,0.798,0.176,30.036,31.998,0.213,0.374,0.097,0.296,-0.776,4.009000000000001,-0.345,1.82
E01003133,13,25,2,3,3,5,11,21,19,43,E01003133,Lambeth 027C,24.483,0.147,0.092,2.541,0.302,0.765,26.603,45.087,0.172,0.365,-1.086,0.181,-0.874,3.526,0.468,1.888
E01003134,8,10,6,0,0,3,2,9,33,20,E01003134,Lambeth 027D,19.56,0.122,0.086,7.321,0.055,0.408,23.633,34.957,0.16,0.225,-0.327,0.208,-0.602,2.724,-0.007,1.743
E01003135,7,10,2,2,2,13,4,14,26,29,E01003135,Lambeth 026C,31.583,0.174,0.119,14.544,0.793,0.506,25.397,55.731,0.249,0.409,0.195,0.24,-0.962,3.361,0.965,1.792
E01003136,9,14,2,0,1,3,1,5,14,16,E01003136,Lambeth 022A,23.279,0.111,0.071,6.141,-0.171,0.087,30.871,70.689,0.164,0.236,-0.327,0.173,-0.649,4.03,1.38,1.935
